[2026-04-21 02:02:39 UTC] [0002] 2026-03-23 12:02 C=1.15544 | R_MASTER_RESET
[2026-04-21 02:03:52 UTC] [0129] 2026-03-23 14:09 C=1.16013 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:52 UTC] [0129] 2026-03-23 14:09 C=1.16013 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:52 UTC] [0129] 2026-03-23 14:09 C=1.16013 | KL_FRACTURE score=4.863
[2026-04-21 02:03:52 UTC] [0129] 2026-03-23 14:09 C=1.16013 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:52 UTC] [0130] 2026-03-23 14:10 C=1.15977 | R_MASTER_RESET
[2026-04-21 02:03:52 UTC] [0130] 2026-03-23 14:10 C=1.15977 | FVG BULLISH_FVG eq=1.16054
[2026-04-21 02:03:52 UTC] [0130] 2026-03-23 14:10 C=1.15977 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:52 UTC] [0130] 2026-03-23 14:10 C=1.15977 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:52 UTC] [0130] 2026-03-23 14:10 C=1.15977 | HARMONIC_TRAP phi=1.587
[2026-04-21 02:03:52 UTC] [0130] 2026-03-23 14:10 C=1.15977 | KL_FRACTURE score=5.311
[2026-04-21 02:03:52 UTC] [0130] 2026-03-23 14:10 C=1.15977 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:53 UTC] [0131] 2026-03-23 14:11 C=1.15990 | R_MASTER_RESET
[2026-04-21 02:03:53 UTC] [0131] 2026-03-23 14:11 C=1.15990 | FVG BULLISH_FVG eq=1.16054
[2026-04-21 02:03:53 UTC] [0131] 2026-03-23 14:11 C=1.15990 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:53 UTC] [0131] 2026-03-23 14:11 C=1.15990 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:53 UTC] [0131] 2026-03-23 14:11 C=1.15990 | HARMONIC_TRAP phi=1.661
[2026-04-21 02:03:53 UTC] [0131] 2026-03-23 14:11 C=1.15990 | KL_FRACTURE score=5.329
[2026-04-21 02:03:53 UTC] [0131] 2026-03-23 14:11 C=1.15990 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:53 UTC] [0132] 2026-03-23 14:12 C=1.16011 | R_MASTER_RESET
[2026-04-21 02:03:53 UTC] [0132] 2026-03-23 14:12 C=1.16011 | FVG BULLISH_FVG eq=1.16054
[2026-04-21 02:03:53 UTC] [0132] 2026-03-23 14:12 C=1.16011 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:53 UTC] [0132] 2026-03-23 14:12 C=1.16011 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:53 UTC] [0132] 2026-03-23 14:12 C=1.16011 | HARMONIC_TRAP phi=1.732
[2026-04-21 02:03:53 UTC] [0132] 2026-03-23 14:12 C=1.16011 | KL_FRACTURE score=5.341
[2026-04-21 02:03:53 UTC] [0132] 2026-03-23 14:12 C=1.16011 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:54 UTC] [0133] 2026-03-23 14:13 C=1.16031 | R_MASTER_RESET
[2026-04-21 02:03:54 UTC] [0133] 2026-03-23 14:13 C=1.16031 | FVG BULLISH_FVG eq=1.16054
[2026-04-21 02:03:54 UTC] [0133] 2026-03-23 14:13 C=1.16031 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:54 UTC] [0133] 2026-03-23 14:13 C=1.16031 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:54 UTC] [0133] 2026-03-23 14:13 C=1.16031 | HARMONIC_TRAP phi=1.773
[2026-04-21 02:03:54 UTC] [0133] 2026-03-23 14:13 C=1.16031 | KL_FRACTURE score=5.329
[2026-04-21 02:03:54 UTC] [0133] 2026-03-23 14:13 C=1.16031 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:54 UTC] [0134] 2026-03-23 14:14 C=1.16008 | R_MASTER_RESET
[2026-04-21 02:03:54 UTC] [0134] 2026-03-23 14:14 C=1.16008 | FVG BULLISH_FVG eq=1.16054
[2026-04-21 02:03:54 UTC] [0134] 2026-03-23 14:14 C=1.16008 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:54 UTC] [0134] 2026-03-23 14:14 C=1.16008 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:54 UTC] [0134] 2026-03-23 14:14 C=1.16008 | HARMONIC_TRAP phi=1.838
[2026-04-21 02:03:54 UTC] [0134] 2026-03-23 14:14 C=1.16008 | KL_FRACTURE score=5.366
[2026-04-21 02:03:54 UTC] [0134] 2026-03-23 14:14 C=1.16008 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:55 UTC] [0135] 2026-03-23 14:15 C=1.16063 | R_MASTER_RESET
[2026-04-21 02:03:55 UTC] [0135] 2026-03-23 14:15 C=1.16063 | FVG BULLISH_FVG eq=1.16054
[2026-04-21 02:03:55 UTC] [0135] 2026-03-23 14:15 C=1.16063 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:55 UTC] [0135] 2026-03-23 14:15 C=1.16063 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:55 UTC] [0135] 2026-03-23 14:15 C=1.16063 | HARMONIC_TRAP phi=1.879
[2026-04-21 02:03:55 UTC] [0135] 2026-03-23 14:15 C=1.16063 | KL_FRACTURE score=5.361
[2026-04-21 02:03:55 UTC] [0135] 2026-03-23 14:15 C=1.16063 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:56 UTC] [0136] 2026-03-23 14:16 C=1.16054 | R_MASTER_RESET
[2026-04-21 02:03:56 UTC] [0136] 2026-03-23 14:16 C=1.16054 | FVG BULLISH_FVG eq=1.16054
[2026-04-21 02:03:56 UTC] [0136] 2026-03-23 14:16 C=1.16054 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:56 UTC] [0136] 2026-03-23 14:16 C=1.16054 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:56 UTC] [0136] 2026-03-23 14:16 C=1.16054 | HARMONIC_TRAP phi=1.924
[2026-04-21 02:03:56 UTC] [0136] 2026-03-23 14:16 C=1.16054 | KL_FRACTURE score=5.371
[2026-04-21 02:03:56 UTC] [0136] 2026-03-23 14:16 C=1.16054 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:56 UTC] [0137] 2026-03-23 14:17 C=1.16129 | R_MASTER_RESET
[2026-04-21 02:03:56 UTC] [0137] 2026-03-23 14:17 C=1.16129 | FVG BULLISH_FVG eq=1.16054
[2026-04-21 02:03:56 UTC] [0137] 2026-03-23 14:17 C=1.16129 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:56 UTC] [0137] 2026-03-23 14:17 C=1.16129 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:56 UTC] [0137] 2026-03-23 14:17 C=1.16129 | HARMONIC_TRAP phi=1.906
[2026-04-21 02:03:56 UTC] [0137] 2026-03-23 14:17 C=1.16129 | KL_FRACTURE score=5.922
[2026-04-21 02:03:56 UTC] [0137] 2026-03-23 14:17 C=1.16129 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:57 UTC] [0138] 2026-03-23 14:18 C=1.16144 | R_MASTER_RESET
[2026-04-21 02:03:57 UTC] [0138] 2026-03-23 14:18 C=1.16144 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:57 UTC] [0138] 2026-03-23 14:18 C=1.16144 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:57 UTC] [0138] 2026-03-23 14:18 C=1.16144 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:03:57 UTC] [0138] 2026-03-23 14:18 C=1.16144 | HARMONIC_TRAP phi=1.895
[2026-04-21 02:03:57 UTC] [0138] 2026-03-23 14:18 C=1.16144 | KL_FRACTURE score=4.570
[2026-04-21 02:03:57 UTC] [0138] 2026-03-23 14:18 C=1.16144 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:57 UTC] [0139] 2026-03-23 14:19 C=1.16172 | R_MASTER_RESET
[2026-04-21 02:03:57 UTC] [0139] 2026-03-23 14:19 C=1.16172 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:57 UTC] [0139] 2026-03-23 14:19 C=1.16172 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:57 UTC] [0139] 2026-03-23 14:19 C=1.16172 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:03:57 UTC] [0139] 2026-03-23 14:19 C=1.16172 | HARMONIC_TRAP phi=1.839
[2026-04-21 02:03:57 UTC] [0139] 2026-03-23 14:19 C=1.16172 | KL_FRACTURE score=2.990
[2026-04-21 02:03:57 UTC] [0139] 2026-03-23 14:19 C=1.16172 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:58 UTC] [0140] 2026-03-23 14:20 C=1.16195 | R_MASTER_RESET
[2026-04-21 02:03:58 UTC] [0140] 2026-03-23 14:20 C=1.16195 | FVG BEARISH_FVG eq=1.16038
[2026-04-21 02:03:58 UTC] [0140] 2026-03-23 14:20 C=1.16195 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:58 UTC] [0140] 2026-03-23 14:20 C=1.16195 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:03:58 UTC] [0140] 2026-03-23 14:20 C=1.16195 | HARMONIC_TRAP phi=1.781
[2026-04-21 02:03:58 UTC] [0140] 2026-03-23 14:20 C=1.16195 | KL_FRACTURE score=3.230
[2026-04-21 02:03:58 UTC] [0140] 2026-03-23 14:20 C=1.16195 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:59 UTC] [0141] 2026-03-23 14:21 C=1.16262 | R_MASTER_RESET
[2026-04-21 02:03:59 UTC] [0141] 2026-03-23 14:21 C=1.16262 | FVG BEARISH_FVG eq=1.16003
[2026-04-21 02:03:59 UTC] [0141] 2026-03-23 14:21 C=1.16262 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:03:59 UTC] [0141] 2026-03-23 14:21 C=1.16262 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:03:59 UTC] [0141] 2026-03-23 14:21 C=1.16262 | HARMONIC_TRAP phi=1.663
[2026-04-21 02:03:59 UTC] [0141] 2026-03-23 14:21 C=1.16262 | KL_FRACTURE score=1.577
[2026-04-21 02:03:59 UTC] [0141] 2026-03-23 14:21 C=1.16262 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:03:59 UTC] [0142] 2026-03-23 14:22 C=1.16240 | R_MASTER_RESET
[2026-04-21 02:03:59 UTC] [0142] 2026-03-23 14:22 C=1.16240 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:03:59 UTC] [0142] 2026-03-23 14:22 C=1.16240 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:03:59 UTC] [0142] 2026-03-23 14:22 C=1.16240 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:03:59 UTC] [0142] 2026-03-23 14:22 C=1.16240 | KL_FRACTURE score=1.551
[2026-04-21 02:03:59 UTC] [0142] 2026-03-23 14:22 C=1.16240 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:00 UTC] [0143] 2026-03-23 14:23 C=1.16244 | R_MASTER_RESET
[2026-04-21 02:04:00 UTC] [0143] 2026-03-23 14:23 C=1.16244 | JUDAS_SWING score=70 wick=9.59981
[2026-04-21 02:04:00 UTC] [0143] 2026-03-23 14:23 C=1.16244 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:04:00 UTC] [0143] 2026-03-23 14:23 C=1.16244 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:00 UTC] [0143] 2026-03-23 14:23 C=1.16244 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:00 UTC] [0143] 2026-03-23 14:23 C=1.16244 | KL_FRACTURE score=1.540
[2026-04-21 02:04:00 UTC] [0143] 2026-03-23 14:23 C=1.16244 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:00 UTC] [0144] 2026-03-23 14:24 C=1.16269 | R_MASTER_RESET
[2026-04-21 02:04:00 UTC] [0144] 2026-03-23 14:24 C=1.16269 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:04:00 UTC] [0144] 2026-03-23 14:24 C=1.16269 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:00 UTC] [0144] 2026-03-23 14:24 C=1.16269 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:00 UTC] [0144] 2026-03-23 14:24 C=1.16269 | KL_FRACTURE score=1.063
[2026-04-21 02:04:00 UTC] [0144] 2026-03-23 14:24 C=1.16269 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:01 UTC] [0145] 2026-03-23 14:25 C=1.16264 | R_MASTER_RESET
[2026-04-21 02:04:01 UTC] [0145] 2026-03-23 14:25 C=1.16264 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:04:01 UTC] [0145] 2026-03-23 14:25 C=1.16264 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:01 UTC] [0145] 2026-03-23 14:25 C=1.16264 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:01 UTC] [0145] 2026-03-23 14:25 C=1.16264 | KL_FRACTURE score=1.903
[2026-04-21 02:04:01 UTC] [0145] 2026-03-23 14:25 C=1.16264 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:01 UTC] [0146] 2026-03-23 14:26 C=1.16264 | R_MASTER_RESET
[2026-04-21 02:04:01 UTC] [0146] 2026-03-23 14:26 C=1.16264 | JUDAS_SWING score=70 wick=570000.00000
[2026-04-21 02:04:01 UTC] [0146] 2026-03-23 14:26 C=1.16264 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:04:01 UTC] [0146] 2026-03-23 14:26 C=1.16264 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:01 UTC] [0146] 2026-03-23 14:26 C=1.16264 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:01 UTC] [0146] 2026-03-23 14:26 C=1.16264 | KL_FRACTURE score=1.906
[2026-04-21 02:04:01 UTC] [0146] 2026-03-23 14:26 C=1.16264 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:02 UTC] [0147] 2026-03-23 14:27 C=1.16215 | R_MASTER_RESET
[2026-04-21 02:04:02 UTC] [0147] 2026-03-23 14:27 C=1.16215 | FVG BULLISH_FVG eq=1.16095
[2026-04-21 02:04:02 UTC] [0147] 2026-03-23 14:27 C=1.16215 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:02 UTC] [0147] 2026-03-23 14:27 C=1.16215 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:02 UTC] [0147] 2026-03-23 14:27 C=1.16215 | KL_FRACTURE score=1.871
[2026-04-21 02:04:02 UTC] [0147] 2026-03-23 14:27 C=1.16215 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:03 UTC] [0148] 2026-03-23 14:28 C=1.16222 | R_MASTER_RESET
[2026-04-21 02:04:03 UTC] [0148] 2026-03-23 14:28 C=1.16222 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:03 UTC] [0148] 2026-03-23 14:28 C=1.16222 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:03 UTC] [0148] 2026-03-23 14:28 C=1.16222 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:03 UTC] [0148] 2026-03-23 14:28 C=1.16222 | KL_FRACTURE score=1.863
[2026-04-21 02:04:03 UTC] [0148] 2026-03-23 14:28 C=1.16222 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:03 UTC] [0149] 2026-03-23 14:29 C=1.16261 | R_MASTER_RESET
[2026-04-21 02:04:03 UTC] [0149] 2026-03-23 14:29 C=1.16261 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:03 UTC] [0149] 2026-03-23 14:29 C=1.16261 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:03 UTC] [0149] 2026-03-23 14:29 C=1.16261 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:03 UTC] [0149] 2026-03-23 14:29 C=1.16261 | KL_FRACTURE score=1.874
[2026-04-21 02:04:03 UTC] [0149] 2026-03-23 14:29 C=1.16261 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:04 UTC] [0150] 2026-03-23 14:30 C=1.16235 | R_MASTER_RESET
[2026-04-21 02:04:04 UTC] [0150] 2026-03-23 14:30 C=1.16235 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:04 UTC] [0150] 2026-03-23 14:30 C=1.16235 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:04 UTC] [0150] 2026-03-23 14:30 C=1.16235 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:04 UTC] [0150] 2026-03-23 14:30 C=1.16235 | KL_FRACTURE score=1.879
[2026-04-21 02:04:04 UTC] [0150] 2026-03-23 14:30 C=1.16235 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:04 UTC] [0151] 2026-03-23 14:31 C=1.16288 | R_MASTER_RESET
[2026-04-21 02:04:04 UTC] [0151] 2026-03-23 14:31 C=1.16288 | FVG BULLISH_FVG eq=1.16193
[2026-04-21 02:04:04 UTC] [0151] 2026-03-23 14:31 C=1.16288 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:04 UTC] [0151] 2026-03-23 14:31 C=1.16288 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:04 UTC] [0151] 2026-03-23 14:31 C=1.16288 | KL_FRACTURE score=1.928
[2026-04-21 02:04:04 UTC] [0151] 2026-03-23 14:31 C=1.16288 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:05 UTC] [0152] 2026-03-23 14:32 C=1.16324 | R_MASTER_RESET
[2026-04-21 02:04:05 UTC] [0152] 2026-03-23 14:32 C=1.16324 | FVG BULLISH_FVG eq=1.16210
[2026-04-21 02:04:05 UTC] [0152] 2026-03-23 14:32 C=1.16324 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:05 UTC] [0152] 2026-03-23 14:32 C=1.16324 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:05 UTC] [0152] 2026-03-23 14:32 C=1.16324 | KL_FRACTURE score=1.884
[2026-04-21 02:04:05 UTC] [0152] 2026-03-23 14:32 C=1.16324 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:06 UTC] [0153] 2026-03-23 14:33 C=1.16379 | R_MASTER_RESET
[2026-04-21 02:04:06 UTC] [0153] 2026-03-23 14:33 C=1.16379 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:06 UTC] [0153] 2026-03-23 14:33 C=1.16379 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:06 UTC] [0153] 2026-03-23 14:33 C=1.16379 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:06 UTC] [0153] 2026-03-23 14:33 C=1.16379 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:06 UTC] [0154] 2026-03-23 14:34 C=1.16346 | R_MASTER_RESET
[2026-04-21 02:04:06 UTC] [0154] 2026-03-23 14:34 C=1.16346 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:06 UTC] [0154] 2026-03-23 14:34 C=1.16346 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:06 UTC] [0154] 2026-03-23 14:34 C=1.16346 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:06 UTC] [0154] 2026-03-23 14:34 C=1.16346 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:07 UTC] [0155] 2026-03-23 14:35 C=1.16381 | R_MASTER_RESET
[2026-04-21 02:04:07 UTC] [0155] 2026-03-23 14:35 C=1.16381 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:07 UTC] [0155] 2026-03-23 14:35 C=1.16381 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:07 UTC] [0155] 2026-03-23 14:35 C=1.16381 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:07 UTC] [0155] 2026-03-23 14:35 C=1.16381 | KL_FRACTURE score=1.179
[2026-04-21 02:04:07 UTC] [0155] 2026-03-23 14:35 C=1.16381 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:07 UTC] [0156] 2026-03-23 14:36 C=1.16358 | R_MASTER_RESET
[2026-04-21 02:04:07 UTC] [0156] 2026-03-23 14:36 C=1.16358 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:07 UTC] [0156] 2026-03-23 14:36 C=1.16358 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:07 UTC] [0156] 2026-03-23 14:36 C=1.16358 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:07 UTC] [0156] 2026-03-23 14:36 C=1.16358 | KL_FRACTURE score=1.216
[2026-04-21 02:04:07 UTC] [0156] 2026-03-23 14:36 C=1.16358 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:08 UTC] [0157] 2026-03-23 14:37 C=1.16351 | R_MASTER_RESET
[2026-04-21 02:04:08 UTC] [0157] 2026-03-23 14:37 C=1.16351 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:08 UTC] [0157] 2026-03-23 14:37 C=1.16351 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:08 UTC] [0157] 2026-03-23 14:37 C=1.16351 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:08 UTC] [0157] 2026-03-23 14:37 C=1.16351 | KL_FRACTURE score=1.180
[2026-04-21 02:04:08 UTC] [0157] 2026-03-23 14:37 C=1.16351 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:08 UTC] [0158] 2026-03-23 14:38 C=1.16387 | R_MASTER_RESET
[2026-04-21 02:04:08 UTC] [0158] 2026-03-23 14:38 C=1.16387 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:08 UTC] [0158] 2026-03-23 14:38 C=1.16387 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:08 UTC] [0158] 2026-03-23 14:38 C=1.16387 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:08 UTC] [0158] 2026-03-23 14:38 C=1.16387 | KL_FRACTURE score=1.310
[2026-04-21 02:04:08 UTC] [0158] 2026-03-23 14:38 C=1.16387 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:09 UTC] [0159] 2026-03-23 14:39 C=1.16345 | R_MASTER_RESET
[2026-04-21 02:04:09 UTC] [0159] 2026-03-23 14:39 C=1.16345 | FVG BEARISH_FVG eq=1.16242
[2026-04-21 02:04:09 UTC] [0159] 2026-03-23 14:39 C=1.16345 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:09 UTC] [0159] 2026-03-23 14:39 C=1.16345 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:09 UTC] [0159] 2026-03-23 14:39 C=1.16345 | KL_FRACTURE score=1.285
[2026-04-21 02:04:09 UTC] [0159] 2026-03-23 14:39 C=1.16345 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:10 UTC] [0160] 2026-03-23 14:40 C=1.16270 | R_MASTER_RESET
[2026-04-21 02:04:10 UTC] [0160] 2026-03-23 14:40 C=1.16270 | FVG BULLISH_FVG eq=1.16262
[2026-04-21 02:04:10 UTC] [0160] 2026-03-23 14:40 C=1.16270 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:10 UTC] [0160] 2026-03-23 14:40 C=1.16270 | FVG BEARISH_FVG eq=1.16346
[2026-04-21 02:04:10 UTC] [0160] 2026-03-23 14:40 C=1.16270 | KL_FRACTURE score=1.264
[2026-04-21 02:04:10 UTC] [0160] 2026-03-23 14:40 C=1.16270 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:10 UTC] [0161] 2026-03-23 14:41 C=1.16292 | R_MASTER_RESET
[2026-04-21 02:04:10 UTC] [0161] 2026-03-23 14:41 C=1.16292 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:10 UTC] [0161] 2026-03-23 14:41 C=1.16292 | FVG BEARISH_FVG eq=1.16346
[2026-04-21 02:04:10 UTC] [0161] 2026-03-23 14:41 C=1.16292 | FVG BEARISH_FVG eq=1.16321
[2026-04-21 02:04:10 UTC] [0161] 2026-03-23 14:41 C=1.16292 | KL_FRACTURE score=1.226
[2026-04-21 02:04:10 UTC] [0161] 2026-03-23 14:41 C=1.16292 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:11 UTC] [0162] 2026-03-23 14:42 C=1.16282 | R_MASTER_RESET
[2026-04-21 02:04:11 UTC] [0162] 2026-03-23 14:42 C=1.16282 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:11 UTC] [0162] 2026-03-23 14:42 C=1.16282 | FVG BEARISH_FVG eq=1.16346
[2026-04-21 02:04:11 UTC] [0162] 2026-03-23 14:42 C=1.16282 | FVG BEARISH_FVG eq=1.16321
[2026-04-21 02:04:11 UTC] [0162] 2026-03-23 14:42 C=1.16282 | KL_FRACTURE score=1.238
[2026-04-21 02:04:11 UTC] [0162] 2026-03-23 14:42 C=1.16282 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:11 UTC] [0163] 2026-03-23 14:43 C=1.16246 | R_MASTER_RESET
[2026-04-21 02:04:11 UTC] [0163] 2026-03-23 14:43 C=1.16246 | FVG BULLISH_FVG eq=1.16318
[2026-04-21 02:04:11 UTC] [0163] 2026-03-23 14:43 C=1.16246 | FVG BEARISH_FVG eq=1.16346
[2026-04-21 02:04:11 UTC] [0163] 2026-03-23 14:43 C=1.16246 | FVG BEARISH_FVG eq=1.16321
[2026-04-21 02:04:11 UTC] [0163] 2026-03-23 14:43 C=1.16246 | KL_FRACTURE score=1.256
[2026-04-21 02:04:11 UTC] [0163] 2026-03-23 14:43 C=1.16246 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:12 UTC] [0164] 2026-03-23 14:44 C=1.16256 | R_MASTER_RESET
[2026-04-21 02:04:12 UTC] [0164] 2026-03-23 14:44 C=1.16256 | FVG BEARISH_FVG eq=1.16346
[2026-04-21 02:04:12 UTC] [0164] 2026-03-23 14:44 C=1.16256 | FVG BEARISH_FVG eq=1.16321
[2026-04-21 02:04:12 UTC] [0164] 2026-03-23 14:44 C=1.16256 | FVG BEARISH_FVG eq=1.16270
[2026-04-21 02:04:12 UTC] [0164] 2026-03-23 14:44 C=1.16256 | KL_FRACTURE score=1.281
[2026-04-21 02:04:12 UTC] [0164] 2026-03-23 14:44 C=1.16256 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:13 UTC] [0165] 2026-03-23 14:45 C=1.16179 | R_MASTER_RESET
[2026-04-21 02:04:13 UTC] [0165] 2026-03-23 14:45 C=1.16179 | FVG BEARISH_FVG eq=1.16346
[2026-04-21 02:04:13 UTC] [0165] 2026-03-23 14:45 C=1.16179 | FVG BEARISH_FVG eq=1.16321
[2026-04-21 02:04:13 UTC] [0165] 2026-03-23 14:45 C=1.16179 | FVG BEARISH_FVG eq=1.16270
[2026-04-21 02:04:13 UTC] [0165] 2026-03-23 14:45 C=1.16179 | KL_FRACTURE score=1.272
[2026-04-21 02:04:13 UTC] [0165] 2026-03-23 14:45 C=1.16179 | TOPO_FRACTURE h1=10.00
[2026-04-21 02:04:13 UTC] [0166] 2026-03-23 14:46 C=1.16231 | R_MASTER_RESET
[2026-04-21 02:04:13 UTC] [0166] 2026-03-23 14:46 C=1.16231 | FVG BEARISH_FVG eq=1.16346
